ImageId,Label
2738,1
2749,1
2755,1
2757,1
2768,1
2780,1
2785,1
2787,1
2788,1
2793,1
2811,1
2825,1
2834,1
2837,1
2842,1
2847,1
2857,1
2882,1
2886,1
2890,1
2895,1
2896,1
2906,1
2913,1
2943,1
2952,1
2955,1
2957,1
2970,1
2984,1
3004,1
3008,1
3011,1
3030,1
3108,1
3119,1
3121,1
3131,1
3135,1
3139,1
3146,1
3150,1
3173,1
3190,1
3197,1
3201,1
3241,1
3252,1
3259,1
3261,1
3266,1
3267,1
3290,1
3295,1
3313,1
3314,1
3315,1
3322,1
3328,1
3333,1
3337,1
3358,1
3359,1
3369,1
3401,1
3416,1
3418,1
3419,1
3422,1
3424,1
3442,1
3443,1
3448,1
3475,1
3489,1
3491,1
3496,1
3500,1
3506,1
3528,1
3537,1
3540,1
3554,1
3570,1
3578,1
3581,1
3587,1
3589,1
3610,1
3625,1
3627,1
3633,1
3645,1
3656,1
3672,1
3685,1
3690,1
3697,1
3736,1
3753,1
3756,1
3761,1
3764,1
3784,1
3793,1
3798,1
3803,1
3811,1
3825,1
3846,1
3847,1
3850,1
3854,1
3856,1
3876,1
3886,1
3888,1
3898,1
3901,1
3912,1
3932,1
3933,1
3942,1
3947,1
3953,1
3960,1
3962,1
3972,1
3982,1
3983,1
3985,1
3988,1
3989,1
3992,1
4010,1
4018,1
4040,1
4056,1
4064,1
4070,1
4077,1
4111,1
4142,1
4146,1
4158,1
4166,1
4173,1
4182,1
4203,1
4205,1
4217,1
4219,1
4223,1
4230,1
4231,1
4234,1
4248,1
4261,1
4264,1
4266,1
4295,1
4307,1
4308,1
4311,1
4317,1
4324,1
4329,1
4346,1
4361,1
4366,1
4368,1
4370,1
4376,1
4380,1
4395,1
4396,1
4403,1
4404,1
4424,1
4436,1
4440,1
4441,1
4453,1
4454,1
4459,1
4486,1
4510,1
4511,1
4524,1
4530,1
4532,1
4539,1
4554,1
4557,1
4566,1
4575,1
4578,1
4590,1
4615,1
4631,1
4643,1
4647,1
4665,1
4676,1
4680,1
4686,1
4688,1
4698,1
4710,1
4717,1
4722,1
4742,1
4751,1
4752,1
4763,1
4775,1
4787,1
4790,1
4794,1
4795,1
4798,1
4802,1
4804,1
4808,1
4818,1
4836,1
4847,1
4857,1
4874,1
4879,1
4881,1
4884,1
4897,1
4900,1
4912,1
4920,1
4931,1
4932,1
4934,1
4942,1
4948,1
4949,1
4951,1
4954,1
4986,1
4992,1
5006,1
5014,1
5023,1
5026,1
5029,1
5043,1
5061,1
5068,1
5080,1
5082,1
5090,1
5093,1
5097,1
5108,1
5112,1
5124,1
5147,1
5150,1
5161,1
5168,1
5172,1
5179,1
5200,1
5202,1
5226,1
5229,1
5230,1
5240,1
5249,1
5257,1
5259,1
5264,1
5266,1
5267,1
5276,1
5279,1
5282,1
5283,1
5296,1
5298,1
5301,1
5312,1
5314,1
5346,1
5348,1
5372,1
5374,1
5387,1
5399,1
5426,1
5428,1
5494,1
5501,1
5503,1
5526,1
5529,1
5535,1
5546,1
5565,1
5566,1
5643,1
5651,1
5671,1
5672,1
5673,1
5677,1
5678,1
5700,1
5720,1
5725,1
5731,1
5742,1
5770,1
5772,1
5794,1
5804,1
5809,1
5815,1
5825,1
5838,1
5844,1
5858,1
5872,1
5874,1
5878,1
5880,1
5888,1
5892,1
5907,1
5914,1
5921,1
5928,1
5931,1
5948,1
5987,1
5994,1
6001,1
6021,1
6024,1
6063,1
6067,1
6069,1
6072,1
6089,1
6098,1
6117,1
6139,1
6144,1
6147,1
6158,1
6159,1
6182,1
6187,1
6189,1
6196,1
6207,1
6218,1
6221,1
6222,1
6225,1
6237,1
6247,1
6258,1
6264,1
6270,1
6273,1
6305,1
6306,1
6307,1
6328,1
6337,1
6339,1
6341,1
6356,1
6359,1
6364,1
6366,1
6367,1
6368,1
6385,1
6388,1
6396,1
6397,1
6401,1
6419,1
6422,1
6436,1
6452,1
6455,1
6458,1
6462,1
6474,1
6479,1
6480,1
6487,1
6501,1
6502,1
6512,1
6516,5
6538,1
6539,1
6543,1
6546,1
6549,1
6561,1
6565,1
6567,1
6577,1
6578,1
6585,1
6586,1
6604,1
6606,1
6611,1
6615,1
6635,1
6650,1
6683,1
6699,1
6707,1
6708,1
6710,1
6719,1
6722,1
6724,1
6743,1
6745,1
6746,1
6749,1
6750,1
6761,1
6770,1
6771,1
6773,1
6774,1
6781,1
6786,1
6792,1
6807,1
6810,1
6821,1
6836,1
6840,1
6862,1
6866,1
6869,1
6879,1
6890,1
6907,1
6911,1
6922,1
6924,1
6943,1
6949,1
6950,1
6951,1
6956,1
6962,1
6967,1
6980,1
6984,1
7013,1
7038,1
7048,1
7062,1
7078,1
7084,1
7085,1
7113,1
7115,1
7120,1
7127,1
7150,1
7159,1
7162,1
7174,1
7178,1
7183,1
7194,1
7196,1
7206,1
7208,1
7209,1
7211,1
7215,1
7217,1
7231,1
7234,1
7237,1
7243,1
7261,1
7277,1
7283,1
7287,1
7299,1
7303,1
7313,1
7326,1
7339,1
7343,1
7351,1
7361,1
7362,1
7363,1
7372,1
7377,1
7379,1
7388,1
7390,1
7392,1
7401,1
7406,1
7431,1
7434,1
7445,1
7464,1
7480,1
7493,1
7524,1
7525,1
7527,1
7542,1
7543,1
7557,1
7559,1
7564,1
7571,1
7572,1
7573,1
7583,1
7601,1
7623,1
7642,1
7650,1
7653,1
7654,1
7673,1
7705,1
7709,1
7722,1
7723,1
7739,1
7760,1
7769,1
7779,1
7787,1
7790,1
7795,1
7798,1
7812,1
7827,1
7828,1
7832,1
7842,1
7845,1
7850,1
7859,1
7863,1
7865,1
7896,1
7907,1
7914,1
7918,1
7922,1
7925,1
7937,1
7938,1
7956,1
7960,1
7967,1
7978,1
7986,1
7994,1
8013,1
8027,1
8029,1
8032,1
8036,1
8050,1
8051,1
8053,1
8077,1
8115,1
8121,1
8140,1
8144,1
8148,1
8149,1
8178,1
8180,1
8188,1
8216,1
8217,1
8222,1
8240,1
8245,1
8246,1
8247,1
8248,1
8258,1
8269,1
8277,1
8284,1
8288,1
8305,1
8334,1
8385,1
8393,1
8405,1
8420,1
8424,1
8438,1
8441,1
8452,1
8485,1
8486,1
8503,1
8509,1
8541,1
8559,1
8560,1
8570,1
8576,1
8585,1
8591,1
8597,1
8600,1
8616,1
8619,1
8629,1
8630,1
8632,1
8656,1
8663,1
8674,1
8676,1
8677,1
8689,1
8697,1
8703,1
8710,1
8715,1
8717,1
8723,1
8725,1
8726,1
8727,1
8735,1
8746,1
8751,1
8761,1
8770,1
8781,1
8796,1
8802,1
8811,1
8823,1
8834,1
8846,1
8849,1
8865,1
8867,1
8891,1
8902,1
8907,1
8912,1
8915,1
8927,1
8929,1
8932,1
8939,1
8943,1
8957,1
8963,1
8985,1
9006,1
9010,1
9016,1
9022,1
9023,1
9027,1
9031,1
9,5
20,5
52,5
63,5
81,5
100,5
108,5
120,5
126,6
129,5
145,5
148,5
152,5
163,5
168,5
175,5
187,5
219,5
244,5
245,5
266,5
298,5
302,5
329,5
331,5
346,5
348,5
351,5
368,5
382,5
386,5
390,5
392,5
406,5
415,5
428,5
435,5
444,5
454,5
457,5
461,5
499,5
504,5
512,5
519,5
526,5
527,5
534,5
540,5
544,5
558,5
562,5
570,5
572,5
581,5
588,5
590,5
603,5
627,5
652,5
663,5
666,5
686,5
687,5
697,5
702,5
708,5
738,5
741,5
744,5
747,5
752,5
753,5
755,5
767,5
779,5
783,5
801,5
821,5
842,5
848,5
852,5
901,5
916,5
924,5
931,5
950,5
993,5
997,5
1002,5
1008,5
1038,5
1040,5
1046,5
1050,5
1070,5
1075,5
1082,5
1098,5
1105,5
1113,5
1114,5
1122,5
1131,5
1132,5
1150,5
1156,5
1161,5
1164,5
1200,5
1209,5
1214,5
1232,5
1249,5
1256,5
1266,5
1271,5
1279,5
1281,5
1307,5
1313,5
1318,5
1323,5
1327,5
1353,5
1372,5
1377,5
1382,5
1393,5
1419,5
1439,5
1441,5
1448,5
1467,5
1468,5
1474,5
1477,5
1484,5
1507,5
1508,5
1518,5
1524,5
1531,5
1537,5
1583,5
1592,5
1606,5
1610,5
1611,5
1622,5
1628,5
1641,5
1644,5
1679,5
1693,5
1703,5
1704,5
1715,5
1721,5
1739,5
1751,5
1759,5
1766,5
1768,5
1788,5
1790,5
1793,5
1812,5
1820,5
1822,5
1823,5
1827,5
1833,5
1839,5
1875,5
1876,5
1905,5
1928,5
1931,5
1940,5
1960,5
1983,5
1984,5
1986,5
1997,5
1998,5
1999,5
2005,5
2036,5
2049,5
2068,5
2073,5
2075,5
2084,5
2097,5
2108,5
2126,5
2128,5
2153,5
2157,5
2161,5
2169,5
2176,5
2187,5
2193,5
2202,5
2208,5
2215,5
2219,5
2228,5
2233,5
2242,5
2250,5
2272,5
2275,5
2291,5
2304,5
2310,5
2321,5
2331,5
2336,5
2342,5
2354,5
2368,5
2390,5
2395,5
2397,5
2403,5
2404,5
2408,5
2413,5
2441,5
2451,5
2452,5
2454,5
2466,5
2467,5
2473,5
2486,5
2487,5
2513,5
2525,5
2532,5
2535,5
2538,5
2539,5
2552,5
2556,5
2564,5
2569,5
2584,5
2599,5
2628,5
2640,5
2651,5
2656,5
2680,5
2700,5
2702,5
2707,7
2710,5
2714,5
2727,5
2728,5
2729,5
2732,5
2739,5
2748,5
2751,5
2792,5
2809,5
2812,5
2844,5
2851,5
2858,5
2861,5
2868,5
2872,5
2873,5
2879,5
2892,5
2903,5
2918,5
2925,5
2926,5
2927,5
2959,5
2996,5
3018,5
3048,5
3057,5
3077,5
3090,5
3091,5
3092,5
3095,5
3101,5
3102,5
3105,5
3117,5
3122,5
3152,5
3171,5
3174,5
3202,5
3204,5
3207,5
3220,5
3222,5
3226,5
3237,5
3255,5
3270,5
3281,5
3287,5
3306,5
3308,5
3326,5
3331,5
3341,5
3353,5
3374,5
3375,5
3386,5
3396,5
3405,5
3417,5
3433,5
3434,5
3437,5
3446,5
3449,5
3451,5
3470,5
3472,5
3483,5
3490,5
3516,5
3518,5
3523,5
3525,5
3526,5
3531,5
3535,5
3548,5
3549,5
3564,5
3571,5
3573,5
3579,5
3584,5
3586,5
3592,5
3599,5
3616,5
3622,5
3647,5
3655,5
3661,5
3663,5
3673,5
3680,5
3686,5
3743,5
3749,5
3774,5
3788,5
3800,5
3818,5
3829,5
3831,5
3845,5
3862,5
3872,5
3902,5
3903,5
3916,5
3964,5
3969,5
4004,5
4012,5
4041,5
4044,5
4045,5
4047,5
4067,5
4068,5
4081,5
4092,5
4094,5
4101,5
4116,5
4126,5
4163,5
4174,5
4188,5
4197,5
4200,5
4207,5
4244,5
4247,5
4250,5
4265,5
4269,5
4294,5
4306,5
4319,5
4321,5
4350,5
4365,5
4386,5
4387,5
4408,5
4416,5
4420,5
4423,5
4425,5
4429,5
4474,5
4483,5
4501,5
4507,5
4516,5
4525,5
4541,5
4544,5
4546,5
4548,5
4555,5
4563,5
4581,5
4584,5
4597,5
4601,5
4608,5
4626,5
4632,5
4640,5
4648,5
4670,5
4683,5
4690,5
4696,5
4697,5
4716,5
4731,5
4732,5
4776,5
4777,5
4781,5
4793,5
4811,5
4812,5
4822,5
4823,5
4831,5
4835,5
4854,5
4876,5
4882,5
4891,5
4894,5
4896,5
4906,5
4927,5
4935,5
4937,5
4941,5
4997,5
5062,5
5096,5
5106,5
5111,5
5117,5
5130,5
5134,5
5142,5
5143,5
5162,6
5169,5
5175,5
5186,5
5189,5
5195,5
5196,5
5222,5
5228,5
5234,5
5239,5
5248,5
5251,5
5270,5
5274,5
5290,5
5297,5
5322,5
5349,5
5359,5
5360,5
5401,5
5424,5
5429,5
5450,5
5453,5
5454,5
5464,5
5470,5
5471,5
5476,5
5497,5
5507,5
5523,5
5538,5
5567,5
5569,5
5573,5
5574,5
5594,5
5609,5
5665,5
5666,5
5667,5
5694,5
5696,5
5699,5
5711,5
5743,5
5760,5
5767,5
5776,5
5808,5
5810,5
5843,5
5853,5
5856,5
5864,5
5906,5
5924,5
5932,5
5950,5
5976,5
5984,5
5986,5
5993,5
6015,5
6017,5
6019,5
6027,5
6046,5
6071,5
6076,5
6082,5
6102,5
6105,5
6128,5
6132,5
6136,5
6143,5
6148,5
6150,5
6194,5
6205,5
6211,5
6220,5
6234,5
6238,5
6274,5
6319,5
6321,5
6342,5
6343,5
6353,5
6371,5
6410,5
6430,5
6437,5
6464,5
6471,5
6488,5
6503,5
6506,5
6515,5
6523,5
6526,5
6545,5
6548,5
6562,5
6591,5
6595,5
6619,5
6620,5
6622,5
6623,5
6651,5
6657,5
6660,5
6662,5
6668,5
6670,5
6672,5
6680,5
6684,5
6698,5
6712,5
6752,5
6754,5
6767,5
6789,5
6809,5
6816,5
6824,5
6828,5
6832,5
6837,5
6855,5
6861,6
6882,5
6893,5
6898,5
6906,5
6926,5
6928,5
6940,5
6947,5
6955,5
6958,5
6977,5
6989,5
6995,5
6998,5
7006,5
7020,5
7022,5
7028,5
7040,5
7067,5
7068,5
7083,5
7089,5
7091,5
7095,5
7098,5
7100,5
7121,5
7122,5
7138,5
7140,5
7147,5
7156,5
7166,5
7169,5
7182,5
7212,5
7233,5
7260,5
7289,5
7300,5
7302,5
7327,5
7329,5
7340,5
7344,5
7352,5
7356,5
7378,5
7382,5
7383,5
7399,5
7409,5
7412,5
7416,5
7437,5
7441,5
7456,5
7459,5
7472,5
7474,5
7477,5
7484,5
7492,5
7504,5
7579,5
7590,5
7594,5
7612,5
7613,5
7614,5
7617,5
7624,5
7629,5
7662,5
7677,5
7684,5
7694,5
7699,5
7704,5
7706,5
7710,5
7720,5
7724,5
7771,5
7778,5
7789,5
7801,5
7807,5
7810,5
7815,5
7836,5
7855,5
7894,5
7898,5
7902,5
7933,5
7935,5
7940,5
7943,5
7955,5
7957,5
7975,5
7980,5
7985,5
7989,5
7991,5
7995,5
7996,5
8012,6
8042,5
8043,5
8054,5
8073,5
8079,5
8092,5
8096,5
8110,5
8117,5
8119,5
8146,5
8172,5
8175,5
8179,5
8198,5
8200,5
8214,5
8215,5
8223,5
8254,5
8260,6
8286,5
8318,5
8321,5
8333,5
8344,5
8354,5
8370,5
8391,5
8400,5
8401,5
8417,5
8431,5
8436,5
8442,5
8444,5
8446,5
8469,5
8474,5
8483,5
8489,5
8491,5
8499,5
8522,5
8525,5
8526,5
8540,5
8557,5
8574,5
8578,5
8589,5
8606,5
8610,5
8614,5
8627,5
8641,5
8651,5
8669,5
8680,5
8682,5
8683,5
8695,5
8704,5
8711,5
8738,5
8748,5
8764,5
8793,5
8794,5
8801,5
8813,5
8829,5
8832,5
8842,5
8843,5
8848,5
8854,5
8879,5
8900,5
8903,5
8917,5
8918,5
8931,5
8934,5
8938,6
8954,5
8982,5
8984,5
9009,5
9030,5
9044,5
9045,5
9056,5
9067,5
9068,5
9073,5
9092,5
9101,5
9112,5
9138,5
9146,5
9156,5
9159,5
9162,5
9187,5
9194,5
9196,5
9217,5
9220,5
9257,5
9259,5
9268,5
9272,5
9287,5
9291,5
9297,5
9332,5
9337,5
9348,5
9357,5
9364,5
9369,5
9371,5
9386,5
9394,5
9396,5
9397,5
9401,5
9406,5
9416,5
9419,5
9438,5
9468,5
9471,5
9524,5
9543,5
9559,5
9579,5
9585,5
9596,5
9597,5
9614,5
9616,5
9637,5
9641,5
9673,5
9685,5
9686,5
9689,5
9710,5
9725,5
9728,5
9758,5
9759,5
9782,5
9796,5
9800,5
9808,5
9818,5
9820,5
9822,5
9825,5
9837,5
9851,5
9854,5
9863,5
9877,5
9907,5
9915,5
9926,5
9930,5
9932,5
9933,5
9936,5
9937,5
9951,5
9955,5
9970,5
9988,5
9996,5
10002,5
10009,5
10013,5
10014,5
10015,5
10031,5
10034,5
10038,5
10048,5
10052,5
10058,5
10070,5
10086,5
10094,5
10095,5
10101,5
10104,5
10114,5
10144,5
10149,5
10159,5
10170,5
10171,5
10175,5
10185,5
10215,5
10217,5
10231,5
10235,5
10254,5
10264,5
10266,5
10275,5
10284,5
10294,5
10310,5
10312,5
10313,5
10329,5
10331,5
10336,5
10342,5
10349,5
10361,5
10380,5
10387,5
10397,5
10410,5
10413,5
10431,5
10474,5
10482,5
10498,5
10504,5
10510,5
10516,5
10523,5
10526,5
10556,5
10558,5
10569,5
10573,5
10587,5
10590,5
10591,5
10596,5
10597,5
10609,5
10624,5
10627,5
10632,5
10652,5
10675,5
10679,5
10680,5
10683,5
10687,5
10697,5
10707,5
10710,5
10734,5
10746,5
10747,5
10754,5
10757,5
10759,5
10764,5
10778,5
10784,5
10787,5
10802,5
10804,6
10813,5
10826,5
22,6
27,6
46,6
65,6
73,6
75,6
90,6
92,6
94,6
110,6
124,6
128,6
134,6
160,6
161,6
165,6
180,6
190,6
195,6
203,6
217,6
218,6
228,6
230,6
232,6
253,6
267,6
271,6
283,6
290,6
316,6
318,6
341,6
347,6
353,6
363,6
370,6
375,6
397,6
400,6
408,6
420,6
423,6
443,6
448,6
472,6
501,6
506,6
533,6
551,6
571,6
584,6
592,6
596,6
605,6
608,6
626,6
631,6
635,6
660,6
664,6
685,6
694,6
700,6
714,6
751,6
757,6
768,6
774,6
785,6
788,6
789,6
790,6
792,6
797,6
803,6
834,6
837,6
838,6
853,6
861,6
876,6
877,6
893,6
896,6
899,6
905,6
923,6
925,6
935,6
942,6
955,6
981,6
984,6
987,6
991,6
999,6
1018,6
1022,6
1033,6
1034,6
1053,6
1060,6
1084,6
1085,6
1095,6
1116,6
1118,6
1133,6
1144,6
1151,6
1166,6
1183,6
1195,6
1196,6
1201,6
1202,6
1203,6
1227,6
1229,6
1230,6
1241,6
1253,6
1264,6
1267,6
1275,6
1283,6
1302,6
1309,6
1317,6
1319,6
1320,6
1324,6
1345,6
1346,6
1355,6
1358,6
1361,6
1373,6
1375,6
1390,6
1391,6
1392,6
1400,6
1426,6
1428,6
1430,6
1433,6
1442,6
1466,6
1488,6
1492,6
1509,6
1513,6
1516,6
1521,6
1530,6
1538,6
1552,6
1565,6
1569,6
1575,6
1578,6
1580,6
1593,6
1612,6
1631,6
1655,6
1656,6
1674,6
1688,6
1695,6
1699,6
1705,6
1714,6
1722,6
1726,6
1728,6
1731,6
1770,6
1783,6
1789,6
1798,6
1799,6
1805,6
1806,6
1809,6
1810,6
1831,6
1848,6
1852,6
1853,6
1860,6
1887,6
1892,6
1896,6
1898,6
1906,6
1907,6
1908,6
1913,6
1915,6
1921,6
1925,6
1951,6
1952,6
1954,6
1962,6
1970,6
1975,6
1982,6
2003,6
2017,6
2041,6
2044,6
2050,6
2052,6
2072,6
2077,6
2089,6
2098,6
2099,6
2103,6
2119,6
2154,6
2158,6
2160,6
2165,6
2166,6
2184,6
2188,6
2198,6
2199,6
2206,6
2213,6
2225,6
2259,6
2270,6
2279,6
2283,6
2295,6
2300,6
2319,6
2352,6
2353,6
2371,6
2388,6
2398,6
2401,6
2405,6
2414,6
2421,6
2431,6
2439,6
2478,6
2485,6
2498,6
2533,6
2540,6
2547,6
2562,6
2563,6
2565,6
2576,6
2586,6
2603,6
2605,6
2606,6
2657,6
2663,6
2671,6
2675,6
2686,6
2711,6
2713,6
2717,6
2726,6
2741,6
2753,6
2756,6
2759,6
2767,6
2771,6
2781,6
2783,6
2794,6
2802,6
2807,6
2819,6
2833,6
2838,6
2863,6
2870,6
2885,6
2911,6
2920,6
2924,6
2932,6
2934,6
2937,6
2940,6
2971,6
2974,6
2980,6
2988,6
2989,6
2991,6
3012,6
3036,6
3064,6
3065,6
3076,6
3084,6
3093,6
3099,6
3111,6
3114,6
3126,6
3129,6
3140,6
3175,6
3185,6
3188,6
3194,6
3213,6
3219,6
3234,6
3253,6
3276,6
3277,6
3280,6
3294,6
3301,6
3305,6
3334,6
3335,6
3340,6
3345,6
3347,6
3365,6
3370,6
3371,6
3377,6
3379,6
3381,6
3385,6
3398,6
3409,6
3462,6
3463,6
3464,6
3471,6
3479,6
3492,6
3501,6
3502,6
3509,6
3510,6
3512,6
3513,6
3517,6
3519,6
3520,6
3539,6
3543,6
3546,6
3557,6
3580,6
3594,6
3606,6
3617,6
3646,6
3667,6
3669,6
3695,6
3701,6
3705,6
3719,6
3728,6
3731,6
3755,6
3766,6
3768,6
3783,6
3797,6
3799,6
3806,6
3815,6
3819,6
3826,6
3835,6
3836,6
3840,6
3842,6
3849,6
3855,6
3860,6
3865,6
3874,6
3875,6
3878,6
3891,6
3900,6
3926,6
3945,6
3951,6
3968,6
3975,6
3976,6
3990,6
3996,6
3998,7
3999,6
4013,6
4016,6
4017,6
4021,6
4025,6
4039,6
4059,6
4065,6
4069,6
4099,6
4103,6
4107,6
4117,6
4128,6
4135,6
4136,6
4157,6
4162,6
4172,6
4177,6
4178,6
4185,6
4189,6
4208,6
4212,6
4214,6
4221,6
4236,6
4251,6
4253,6
4259,6
4263,6
4270,6
4273,6
4285,6
4288,6
4297,6
4300,6
4312,6
4318,6
4332,6
4344,6
4349,6
4351,6
4358,6
4363,6
4367,6
4369,6
4384,6
4414,6
4415,6
4422,6
4437,6
4466,6
4479,6
4482,6
4485,6
4487,6
4515,6
4517,6
4521,6
4572,6
4594,6
4596,6
4607,6
4612,6
4621,6
4645,5
4656,6
4674,6
4693,6
4695,6
4708,6
4719,6
4720,6
4725,6
4727,6
4750,6
4756,6
4761,6
4766,6
4769,6
4780,6
4783,6
4796,6
4797,6
4810,6
4815,6
4828,6
4837,6
4848,6
4853,6
4885,6
4888,6
4893,6
4895,6
4915,6
4922,6
4936,6
4946,6
4952,6
4978,6
4982,6
5004,6
5008,6
5009,6
5010,6
5011,6
5017,6
5021,6
5022,6
5040,6
5056,6
5065,6
5083,6
5095,6
5104,6
5113,6
5116,6
5125,6
5132,6
5144,6
5170,6
5184,6
5217,6
5227,6
5252,6
5253,6
5269,6
5277,6
5310,6
5318,6
5321,6
5329,6
5331,6
5335,6
5336,6
5337,6
5339,6
5351,6
5353,6
5362,6
5389,6
5392,6
5418,6
5419,6
5420,6
5427,6
5445,6
5488,6
5490,6
5498,6
5502,6
5505,6
5509,6
5518,6
5525,6
5530,6
5532,6
5540,6
5544,6
5547,6
5549,6
5575,6
5600,6
5632,6
5652,6
5661,6
5670,6
5683,6
5710,6
5737,6
5750,6
5752,6
5762,6
5774,6
5777,6
5784,6
5793,6
5796,6
5818,6
5829,6
5862,6
5863,6
5867,6
5882,6
5900,6
5902,6
5918,6
5920,6
5922,6
5926,6
5927,6
5930,6
5935,6
5936,6
5940,6
5943,6
5954,6
5985,6
5998,6
6002,6
6009,6
6030,6
6032,6
6033,6
6034,6
6038,6
6055,6
6059,6
6075,6
6079,6
6081,6
6099,6
6103,6
6104,6
6116,6
6118,6
6124,6
6149,6
6161,6
6169,6
6190,6
6200,6
6210,6
6212,6
6249,6
6265,6
6268,6
6272,6
6312,6
6350,6
6374,6
6377,6
6384,6
6386,6
6406,6
6408,6
6446,6
6450,6
6477,6
6494,6
6509,6
6510,6
6514,6
6517,6
6537,6
6553,6
6558,6
6572,6
6602,6
6624,6
6627,6
6631,6
6633,6
6637,6
6656,6
6663,6
6673,6
6678,6
6690,6
6713,6
6729,6
6748,6
6762,6
6766,6
6804,6
6812,6
6815,6
6820,6
6825,6
6829,6
6834,6
6845,6
6846,6
6848,6
6877,6
6878,6
6908,6
6930,6
6938,6
6939,6
6966,6
6976,6
7024,6
7046,6
7047,6
7049,6
7052,6
7055,6
7065,6
7070,6
7075,6
7097,6
7099,6
7112,6
7133,6
7136,6
7146,6
7154,6
7158,6
7160,6
7172,6
7195,6
7199,6
7218,6
7219,6
7235,6
7244,6
7255,6
7256,6
7258,6
7270,6
7275,6
7308,6
7337,6
7350,6
7355,6
7365,6
7384,6
7387,6
7410,6
7413,6
7424,6
7436,6
7439,6
7447,6
7462,6
7468,6
7470,6
7483,6
7497,6
7499,6
7501,6
7513,6
7519,6
7541,6
7549,6
7560,6
7574,6
7595,6
7611,6
7615,6
7616,6
7643,6
7648,6
7652,6
7655,6
7660,6
7686,6
7691,6
7696,6
7742,6
7746,6
7755,6
7756,6
7766,6
7767,6
7777,6
7806,6
7809,6
7823,6
7834,6
7837,6
7847,6
7867,6
7890,6
7891,6
7901,6
7903,6
7906,6
7923,6
7930,6
7932,6
7945,6
7954,6
7958,6
7961,6
7974,6
7987,6
8002,6
8003,6
8009,6
8014,6
8023,6
8046,6
8061,6
8065,6
8087,6
8103,6
8116,6
8118,6
8139,6
8141,6
8154,6
8159,6
8185,6
8193,6
8194,6
8219,6
8228,6
8229,6
8231,6
8237,6
8256,6
8278,6
8281,6
8291,6
8293,6
8299,6
8316,6
8320,6
8326,6
8330,6
8338,6
8346,6
8355,6
8356,6
8365,6
8371,6
8372,6
8378,6
8381,6
8390,6
8394,6
8398,6
8422,6
8426,6
8440,6
8460,6
8466,6
8493,6
8504,6
8510,6
8518,6
8519,6
8530,6
8573,6
8587,6
8592,6
